date,year,month,fiscalyear,business_area_code,school,emissions,trips
01-02-2023,2023,2,FY22-23,115,Krieger School of Arts and Sciences,40.90144147,173
01-02-2023,2023,2,FY22-23,120,Whiting School of Engineering,39.63738312,193
01-02-2023,2023,2,FY22-23,125,School of Education,11.95020137,98
01-02-2023,2023,2,FY22-23,126,Carey Business School,5.319586279,42
01-02-2023,2023,2,FY22-23,130,Sheridan Libraries,1.166385777,4
01-02-2023,2023,2,FY22-23,135,PEABODY INSTITUTE,6.197338945,27
01-02-2023,2023,2,FY22-23,140,NITZE SCH ADV INT STUDIES-SAIS,5.258416401,18
01-02-2023,2023,2,FY22-23,141,BOLOGNA CENTER,5.946025743,20
01-02-2023,2023,2,FY22-23,160,Bloomberg School of Public Health,49.59275217,160
01-02-2023,2023,2,FY22-23,165,School of Nursing (SON),10.90721608,26
01-02-2023,2023,2,FY22-23,170,School of Medicine (SOM),224.0013653,908
01-02-2023,2023,2,FY22-23,175,JOHNS HOPKINS AT ALL CHILDRENS,4.80046557,21
01-02-2023,2023,2,FY22-23,190,JH TECHNOLOGY VENTURES,2.710311946,16
01-02-2023,2023,2,FY22-23,210,BIOETHICS INSTITUTE,1.847375121,4
01-02-2023,2023,2,FY22-23,212,CGEPI,2.397834101,16
01-02-2023,2023,2,FY22-23,215,CENTER FOR TALENTED YOUTH,0.309337777,3
01-02-2023,2023,2,FY22-23,235,JHPEIGO,174.2440926,324
01-02-2023,2023,2,FY22-23,255,JHU PRESS MUSE,0.21961437,2
01-02-2023,2023,2,FY22-23,400,JH Bayview Medical Center,1.206453323,8
01-02-2023,2023,2,FY22-23,440,JH Community Physicians,1.394447169,6
01-02-2023,2023,2,FY22-23,450,JH HEALTH SYSTEM CORPORATION,12.21349658,45
01-02-2023,2023,2,FY22-23,480,Johns Hopkins Hospital,12.22162671,60
01-02-2023,2023,2,FY22-23,520,Johns Hopkins International,20.07661962,53
01-02-2023,2023,2,FY22-23,550,Johns Hopkins HealthCare,0.696040896,11
01-02-2023,2023,2,FY22-23,587,EMRS PROJECT,0.616307429,8
01-02-2023,2023,2,FY22-23,640,Howard County General Hospital,4.246607326,16
01-02-2023,2023,2,FY22-23,650,All Children’s Hospital,0.350653438,4
01-02-2023,2023,2,FY22-23,654,ACH FOUNDATION,0.22273685,4
01-02-2023,2023,2,FY22-23,655,ACH RESEARCH INSTITUTE,1.572271867,4
01-02-2023,2023,2,FY22-23,659,WEST COAST NEONATOLOGY,1.190184988,13
01-03-2023,2023,3,FY22-23,101,University Administration,27.3531303,142
01-03-2023,2023,3,FY22-23,110,Homewood Student Affairs,12.73109414,113
01-03-2023,2023,3,FY22-23,112,U-WIDE STUDENT AFFAIRS,2.07678799,15
01-03-2023,2023,3,FY22-23,115,Krieger School of Arts and Sciences,74.56607547,342
01-03-2023,2023,3,FY22-23,120,Whiting School of Engineering,97.90180797,419
01-03-2023,2023,3,FY22-23,125,School of Education,7.35987632,57
01-03-2023,2023,3,FY22-23,126,Carey Business School,23.72055178,116
01-03-2023,2023,3,FY22-23,130,Sheridan Libraries,0.450753716,6
01-03-2023,2023,3,FY22-23,135,PEABODY INSTITUTE,3.987798001,23
01-03-2023,2023,3,FY22-23,140,NITZE SCH ADV INT STUDIES-SAIS,37.13387269,119
01-03-2023,2023,3,FY22-23,141,BOLOGNA CENTER,0.492701197,4
01-03-2023,2023,3,FY22-23,160,Bloomberg School of Public Health,106.6062786,313
01-03-2023,2023,3,FY22-23,165,School of Nursing (SON),6.926117951,43
01-03-2023,2023,3,FY22-23,170,School of Medicine (SOM),263.061879,1137
01-03-2023,2023,3,FY22-23,175,JOHNS HOPKINS AT ALL CHILDRENS,1.596757801,14
01-03-2023,2023,3,FY22-23,210,BIOETHICS INSTITUTE,6.02929556,16
01-03-2023,2023,3,FY22-23,211,HUMAN LANGUAGE TECHNOLOGY COE,1.117227061,2
01-03-2023,2023,3,FY22-23,212,CGEPI,2.852203658,18
01-03-2023,2023,3,FY22-23,215,CENTER FOR TALENTED YOUTH,0.334885894,2
01-03-2023,2023,3,FY22-23,235,JHPEIGO,162.6431862,306
01-03-2023,2023,3,FY22-23,251,JHU PRESS BOOK DIVISION,0.854158402,4
01-03-2023,2023,3,FY22-23,252,JHU PRESS JOURNALS DIVISION,0.539208295,6
01-03-2023,2023,3,FY22-23,255,JHU PRESS MUSE,0.856036502,6
01-03-2023,2023,3,FY22-23,440,JH Community Physicians,7.587339836,38
01-03-2023,2023,3,FY22-23,450,JH HEALTH SYSTEM CORPORATION,18.02501226,76
01-03-2023,2023,3,FY22-23,462,JHMMC INTRASTAFF DIVISION,0.246936063,2
01-03-2023,2023,3,FY22-23,480,Johns Hopkins Hospital,8.163690464,51
01-03-2023,2023,3,FY22-23,520,Johns Hopkins International,21.81847056,59
01-03-2023,2023,3,FY22-23,540,JHHCG PHARMAQUIP,0.307564201,2
01-03-2023,2023,3,FY22-23,550,Johns Hopkins HealthCare,2.57200349,21
01-03-2023,2023,3,FY22-23,587,EMRS PROJECT,0.698507264,13
01-03-2023,2023,3,FY22-23,630,Sibley Memorial Hospital,0.186177822,1
01-03-2023,2023,3,FY22-23,640,Howard County General Hospital,1.638286289,2
01-03-2023,2023,3,FY22-23,650,All Children’s Hospital,5.839273424,34
01-03-2023,2023,3,FY22-23,658,PEDIATRIC PHYSICIANS SERVICES,0.580026409,4
01-03-2023,2023,3,FY22-23,659,WEST COAST NEONATOLOGY,0.778408044,12
01-04-2023,2023,4,FY22-23,100,INSTITUTION WIDE FUNDS,0.115746223,2
01-04-2023,2023,4,FY22-23,101,University Administration,19.24631218,127
01-04-2023,2023,4,FY22-23,110,Homewood Student Affairs,28.54014854,144
01-04-2023,2023,4,FY22-23,112,U-WIDE STUDENT AFFAIRS,0.784132589,7
01-04-2023,2023,4,FY22-23,115,Krieger School of Arts and Sciences,83.96624598,308
01-04-2023,2023,4,FY22-23,120,Whiting School of Engineering,59.87680314,289
01-04-2023,2023,4,FY22-23,125,School of Education,16.52987208,124
01-04-2023,2023,4,FY22-23,126,Carey Business School,12.56739757,83
01-04-2023,2023,4,FY22-23,130,Sheridan Libraries,1.006479129,7
01-04-2023,2023,4,FY22-23,135,PEABODY INSTITUTE,1.822189007,11
01-04-2023,2023,4,FY22-23,140,NITZE SCH ADV INT STUDIES-SAIS,24.7641872,73
01-04-2023,2023,4,FY22-23,141,BOLOGNA CENTER,0.947384383,3
01-04-2023,2023,4,FY22-23,142,NANJING CENTER,0.109286772,2
01-04-2023,2023,4,FY22-23,160,Bloomberg School of Public Health,60.10988507,264
01-04-2023,2023,4,FY22-23,165,School of Nursing (SON),10.5059638,61
01-04-2023,2023,4,FY22-23,170,School of Medicine (SOM),231.8293709,1004
01-04-2023,2023,4,FY22-23,175,JOHNS HOPKINS AT ALL CHILDRENS,3.608033828,25
01-04-2023,2023,4,FY22-23,190,JH TECHNOLOGY VENTURES,0.654289496,4
01-04-2023,2023,4,FY22-23,210,BIOETHICS INSTITUTE,8.138556664,41
01-04-2023,2023,4,FY22-23,211,HUMAN LANGUAGE TECHNOLOGY COE,2.181831086,6
01-04-2023,2023,4,FY22-23,212,CGEPI,3.554821566,29
01-04-2023,2023,4,FY22-23,215,CENTER FOR TALENTED YOUTH,2.64031637,20
01-04-2023,2023,4,FY22-23,220,EVERGREEN HOUSE,0.192032471,4
01-04-2023,2023,4,FY22-23,235,JHPEIGO,156.0287866,312
01-04-2023,2023,4,FY22-23,250,JHU Press,0.387187421,2
01-04-2023,2023,4,FY22-23,252,JHU PRESS JOURNALS DIVISION,0.76476461,2
01-04-2023,2023,4,FY22-23,255,JHU PRESS MUSE,5.233842829,22
01-04-2023,2023,4,FY22-23,440,JH Community Physicians,1.882613059,5
01-04-2023,2023,4,FY22-23,450,JH HEALTH SYSTEM CORPORATION,13.25002174,73
01-04-2023,2023,4,FY22-23,480,Johns Hopkins Hospital,15.04979636,88
01-04-2023,2023,4,FY22-23,520,Johns Hopkins International,6.51353305,18
01-04-2023,2023,4,FY22-23,540,JHHCG PHARMAQUIP,0.166532224,2
01-04-2023,2023,4,FY22-23,550,Johns Hopkins HealthCare,3.179733358,34
01-04-2023,2023,4,FY22-23,587,EMRS PROJECT,0.903358958,12
01-04-2023,2023,4,FY22-23,630,Sibley Memorial Hospital,0.347505914,3
01-04-2023,2023,4,FY22-23,637,SMH FOUNDATION,0.28466602,4
01-04-2023,2023,4,FY22-23,650,All Children’s Hospital,3.363848897,34
01-04-2023,2023,4,FY22-23,658,PEDIATRIC PHYSICIANS SERVICES,1.788269859,14
01-04-2023,2023,4,FY22-23,659,WEST COAST NEONATOLOGY,0.847492896,15
01-05-2023,2023,5,FY22-23,100,INSTITUTION WIDE FUNDS,0.410606015,4
01-05-2023,2023,5,FY22-23,101,University Administration,28.62782226,171
01-05-2023,2023,5,FY22-23,110,Homewood Student Affairs,28.80847876,163
01-05-2023,2023,5,FY22-23,112,U-WIDE STUDENT AFFAIRS,3.640485866,28
01-05-2023,2023,5,FY22-23,115,Krieger School of Arts and Sciences,59.50225039,281
01-05-2023,2023,5,FY22-23,120,Whiting School of Engineering,81.9384514,364
01-05-2023,2023,5,FY22-23,125,School of Education,10.14833558,41
01-05-2023,2023,5,FY22-23,126,Carey Business School,37.55481755,113
01-05-2023,2023,5,FY22-23,130,Sheridan Libraries,0.594572081,5
01-05-2023,2023,5,FY22-23,135,PEABODY INSTITUTE,1.177304762,13
01-05-2023,2023,5,FY22-23,140,NITZE SCH ADV INT STUDIES-SAIS,15.6467007,59
01-05-2023,2023,5,FY22-23,141,BOLOGNA CENTER,3.156013179,14
01-05-2023,2023,5,FY22-23,160,Bloomberg School of Public Health,93.82581391,305
01-05-2023,2023,5,FY22-23,165,School of Nursing (SON),18.87337539,59
01-05-2023,2023,5,FY22-23,170,School of Medicine (SOM),345.6561062,1360
01-05-2023,2023,5,FY22-23,175,JOHNS HOPKINS AT ALL CHILDRENS,7.371120623,33
01-05-2023,2023,5,FY22-23,190,JH TECHNOLOGY VENTURES,0.046967291,1
01-05-2023,2023,5,FY22-23,210,BIOETHICS INSTITUTE,0.387187421,2
01-05-2023,2023,5,FY22-23,211,HUMAN LANGUAGE TECHNOLOGY COE,2.45177348,7
01-05-2023,2023,5,FY22-23,212,CGEPI,11.12641957,50
01-05-2023,2023,5,FY22-23,215,CENTER FOR TALENTED YOUTH,0.190417857,4
01-05-2023,2023,5,FY22-23,235,JHPEIGO,239.3599191,427
01-05-2023,2023,5,FY22-23,255,JHU PRESS MUSE,2.178998664,10
01-05-2023,2023,5,FY22-23,400,JH Bayview Medical Center,0.80507922,6
01-05-2023,2023,5,FY22-23,440,JH Community Physicians,1.871476094,15
01-05-2023,2023,5,FY22-23,450,JH HEALTH SYSTEM CORPORATION,29.55964574,180
01-05-2023,2023,5,FY22-23,480,Johns Hopkins Hospital,10.49540717,71
01-05-2023,2023,5,FY22-23,520,Johns Hopkins International,22.47414285,54
01-05-2023,2023,5,FY22-23,530,JHHCG CORP (GROUP),0.186828339,4
01-05-2023,2023,5,FY22-23,550,Johns Hopkins HealthCare,2.983725638,39
01-05-2023,2023,5,FY22-23,555,JOHNS HOPKINS IMAGING LLC,1.089206314,16
01-05-2023,2023,5,FY22-23,585,JHMI UTILITIES LLC,0.18370586,2
01-05-2023,2023,5,FY22-23,587,EMRS PROJECT,9.413253991,153
01-05-2023,2023,5,FY22-23,650,All Children’s Hospital,4.536987322,38
01-05-2023,2023,5,FY22-23,655,ACH RESEARCH INSTITUTE,0.21961437,2
01-05-2023,2023,5,FY22-23,658,PEDIATRIC PHYSICIANS SERVICES,2.905644609,20
01-05-2023,2023,5,FY22-23,659,WEST COAST NEONATOLOGY,0.847492896,15
01-06-2023,2023,6,FY22-23,100,INSTITUTION WIDE FUNDS,0.319793911,4
01-06-2023,2023,6,FY22-23,101,University Administration,35.58634888,195
01-06-2023,2023,6,FY22-23,110,Homewood Student Affairs,24.24431134,199
01-06-2023,2023,6,FY22-23,112,U-WIDE STUDENT AFFAIRS,9.468611567,81
01-06-2023,2023,6,FY22-23,115,Krieger School of Arts and Sciences,125.242924,445
01-06-2023,2023,6,FY22-23,120,Whiting School of Engineering,108.0131283,412
01-06-2023,2023,6,FY22-23,125,School of Education,9.712990136,44
01-06-2023,2023,6,FY22-23,126,Carey Business School,38.09498807,163
01-06-2023,2023,6,FY22-23,130,Sheridan Libraries,3.057138964,18
01-06-2023,2023,6,FY22-23,135,PEABODY INSTITUTE,1.73303488,8
01-06-2023,2023,6,FY22-23,140,NITZE SCH ADV INT STUDIES-SAIS,15.10165276,59
01-06-2023,2023,6,FY22-23,141,BOLOGNA CENTER,0.244333997,1
01-06-2023,2023,6,FY22-23,142,NANJING CENTER,4.909308261,8
01-06-2023,2023,6,FY22-23,160,Bloomberg School of Public Health,84.66098556,361
01-06-2023,2023,6,FY22-23,165,School of Nursing (SON),7.6340078,70
01-06-2023,2023,6,FY22-23,170,School of Medicine (SOM),259.5439504,1149
01-06-2023,2023,6,FY22-23,175,JOHNS HOPKINS AT ALL CHILDRENS,3.636697284,25
01-06-2023,2023,6,FY22-23,210,BIOETHICS INSTITUTE,23.86928756,64
01-06-2023,2023,6,FY22-23,211,HUMAN LANGUAGE TECHNOLOGY COE,13.95178934,37
01-06-2023,2023,6,FY22-23,212,CGEPI,14.37314533,120
01-06-2023,2023,6,FY22-23,215,CENTER FOR TALENTED YOUTH,1.863599669,16
01-06-2023,2023,6,FY22-23,235,JHPEIGO,153.8058594,279
01-06-2023,2023,6,FY22-23,251,JHU PRESS BOOK DIVISION,1.062163341,8
01-06-2023,2023,6,FY22-23,255,JHU PRESS MUSE,1.971136282,22
01-06-2023,2023,6,FY22-23,400,JH Bayview Medical Center,0.54721448,2
01-06-2023,2023,6,FY22-23,440,JH Community Physicians,3.871185026,13
01-06-2023,2023,6,FY22-23,450,JH HEALTH SYSTEM CORPORATION,13.63901923,72
01-06-2023,2023,6,FY22-23,480,Johns Hopkins Hospital,11.58869124,85
01-06-2023,2023,6,FY22-23,520,Johns Hopkins International,19.61425905,36
01-06-2023,2023,6,FY22-23,540,JHHCG PHARMAQUIP,0.594962391,4
01-06-2023,2023,6,FY22-23,550,Johns Hopkins HealthCare,4.999829232,62
01-06-2023,2023,6,FY22-23,587,EMRS PROJECT,2.346785972,36
01-06-2023,2023,6,FY22-23,630,Sibley Memorial Hospital,1.137493152,5
01-06-2023,2023,6,FY22-23,638,JANE BANCROFT ROBINSON FNDATN,0.243293171,2
01-06-2023,2023,6,FY22-23,650,All Children’s Hospital,2.645902509,19
01-06-2023,2023,6,FY22-23,655,ACH RESEARCH INSTITUTE,0.356873352,4
01-06-2023,2023,6,FY22-23,658,PEDIATRIC PHYSICIANS SERVICES,0.492571094,5
01-06-2023,2023,6,FY22-23,659,WEST COAST NEONATOLOGY,0.264760216,5
01-07-2023,2023,7,FY23-24,101,University Administration,18.71829962,123
01-07-2023,2023,7,FY23-24,110,Homewood Student Affairs,22.88331049,160
01-07-2023,2023,7,FY23-24,112,U-WIDE STUDENT AFFAIRS,5.111168035,41
01-07-2023,2023,7,FY23-24,114,555 PENN,1.261481597,8
01-07-2023,2023,7,FY23-24,115,Krieger School of Arts and Sciences,164.8508774,441
01-07-2023,2023,7,FY23-24,120,Whiting School of Engineering,112.2298746,377
01-07-2023,2023,7,FY23-24,125,School of Education,5.407590279,39
01-07-2023,2023,7,FY23-24,126,Carey Business School,28.6928847,96
01-07-2023,2023,7,FY23-24,130,Sheridan Libraries,2.581741506,10
01-07-2023,2023,7,FY23-24,135,PEABODY INSTITUTE,3.396909402,25
01-07-2023,2023,7,FY23-24,140,NITZE SCH ADV INT STUDIES-SAIS,12.06740252,51
01-07-2023,2023,7,FY23-24,141,BOLOGNA CENTER,4.824506074,15
01-07-2023,2023,7,FY23-24,142,NANJING CENTER,3.18925912,4
01-07-2023,2023,7,FY23-24,160,Bloomberg School of Public Health,122.2383029,339
01-07-2023,2023,7,FY23-24,165,School of Nursing (SON),22.85805857,90
01-07-2023,2023,7,FY23-24,170,School of Medicine (SOM),212.9904121,770
01-07-2023,2023,7,FY23-24,175,JOHNS HOPKINS AT ALL CHILDRENS,3.666093245,16
01-07-2023,2023,7,FY23-24,210,BIOETHICS INSTITUTE,6.001183205,14
01-07-2023,2023,7,FY23-24,211,HUMAN LANGUAGE TECHNOLOGY COE,5.682522611,20
01-07-2023,2023,7,FY23-24,212,CGEPI,5.275049554,36
01-07-2023,2023,7,FY23-24,215,CENTER FOR TALENTED YOUTH,2.957336503,23
01-07-2023,2023,7,FY23-24,235,JHPEIGO,76.95303325,167
01-07-2023,2023,7,FY23-24,440,JH Community Physicians,0.58468423,5
01-07-2023,2023,7,FY23-24,450,JH HEALTH SYSTEM CORPORATION,12.00368404,54
01-07-2023,2023,7,FY23-24,480,Johns Hopkins Hospital,16.23543895,76
01-07-2023,2023,7,FY23-24,520,Johns Hopkins International,11.99992524,33
01-07-2023,2023,7,FY23-24,555,JOHNS HOPKINS IMAGING LLC,2.373474502,17
01-07-2023,2023,7,FY23-24,587,EMRS PROJECT,0.808982319,13
01-07-2023,2023,7,FY23-24,630,Sibley Memorial Hospital,0.051911217,1
01-07-2023,2023,7,FY23-24,650,All Children’s Hospital,2.70536802,25
01-07-2023,2023,7,FY23-24,655,ACH RESEARCH INSTITUTE,3.027585009,4
01-07-2023,2023,7,FY23-24,658,PEDIATRIC PHYSICIANS SERVICES,0.589367949,6
01-07-2023,2023,7,FY23-24,659,WEST COAST NEONATOLOGY,0.476568388,9
01-08-2023,2023,8,FY23-24,100,INSTITUTION WIDE FUNDS,0.319273498,2
01-08-2023,2023,8,FY23-24,101,University Administration,18.7135276,101
01-08-2023,2023,8,FY23-24,110,Homewood Student Affairs,15.09360989,74
01-08-2023,2023,8,FY23-24,112,U-WIDE STUDENT AFFAIRS,1.639628694,7
01-08-2023,2023,8,FY23-24,115,Krieger School of Arts and Sciences,108.8938175,326
01-08-2023,2023,8,FY23-24,120,Whiting School of Engineering,53.6784921,199
01-08-2023,2023,8,FY23-24,125,School of Education,8.838332247,43
01-08-2023,2023,8,FY23-24,126,Carey Business School,21.54360249,87
01-08-2023,2023,8,FY23-24,135,PEABODY INSTITUTE,1.113610375,1
01-08-2023,2023,8,FY23-24,140,NITZE SCH ADV INT STUDIES-SAIS,18.5580674,46
01-08-2023,2023,8,FY23-24,141,BOLOGNA CENTER,0.994111069,2
01-08-2023,2023,8,FY23-24,142,NANJING CENTER,1.736999088,3
01-08-2023,2023,8,FY23-24,160,Bloomberg School of Public Health,68.7207327,278
01-08-2023,2023,8,FY23-24,165,School of Nursing (SON),11.78153926,35
01-08-2023,2023,8,FY23-24,170,School of Medicine (SOM),226.8068746,738
01-08-2023,2023,8,FY23-24,175,JOHNS HOPKINS AT ALL CHILDRENS,2.053758164,22
01-08-2023,2023,8,FY23-24,210,BIOETHICS INSTITUTE,2.854427899,11
01-08-2023,2023,8,FY23-24,211,HUMAN LANGUAGE TECHNOLOGY COE,1.157339392,2
01-08-2023,2023,8,FY23-24,212,CGEPI,6.92148168,49
01-08-2023,2023,8,FY23-24,215,CENTER FOR TALENTED YOUTH,3.78290656,42
01-08-2023,2023,8,FY23-24,235,JHPEIGO,104.301959,190
01-08-2023,2023,8,FY23-24,250,JHU Press,0.096016235,2
01-08-2023,2023,8,FY23-24,255,JHU PRESS MUSE,0.834742773,9
01-08-2023,2023,8,FY23-24,400,JH Bayview Medical Center,0.400327854,7
01-08-2023,2023,8,FY23-24,440,JH Community Physicians,2.130721294,7
01-08-2023,2023,8,FY23-24,450,JH HEALTH SYSTEM CORPORATION,10.81794833,77
01-08-2023,2023,8,FY23-24,480,Johns Hopkins Hospital,4.333050079,31
01-08-2023,2023,8,FY23-24,520,Johns Hopkins International,11.75579283,28
01-08-2023,2023,8,FY23-24,550,Johns Hopkins HealthCare,2.032829355,24
01-08-2023,2023,8,FY23-24,587,EMRS PROJECT,1.962070513,29
01-08-2023,2023,8,FY23-24,630,Sibley Memorial Hospital,0.158986233,2
01-08-2023,2023,8,FY23-24,650,All Children’s Hospital,1.486300099,14
01-08-2023,2023,8,FY23-24,654,ACH FOUNDATION,0.724675381,5
01-08-2023,2023,8,FY23-24,658,PEDIATRIC PHYSICIANS SERVICES,3.74779105,24
01-09-2023,2023,9,FY23-24,100,INSTITUTION WIDE FUNDS,3.413104478,12
01-09-2023,2023,9,FY23-24,101,University Administration,37.35303324,219
01-09-2023,2023,9,FY23-24,110,Homewood Student Affairs,28.02131498,97
01-09-2023,2023,9,FY23-24,112,U-WIDE STUDENT AFFAIRS,3.098514757,14
01-09-2023,2023,9,FY23-24,115,Krieger School of Arts and Sciences,60.73846788,215
01-09-2023,2023,9,FY23-24,120,Whiting School of Engineering,87.12612051,267
01-09-2023,2023,9,FY23-24,125,School of Education,9.48644483,58
01-09-2023,2023,9,FY23-24,126,Carey Business School,9.915449225,66
01-09-2023,2023,9,FY23-24,130,Sheridan Libraries,1.316144769,2
01-09-2023,2023,9,FY23-24,135,PEABODY INSTITUTE,3.18223718,22
01-09-2023,2023,9,FY23-24,140,NITZE SCH ADV INT STUDIES-SAIS,13.83405524,47
01-09-2023,2023,9,FY23-24,141,BOLOGNA CENTER,3.527919397,8
01-09-2023,2023,9,FY23-24,142,NANJING CENTER,2.806325811,8
01-09-2023,2023,9,FY23-24,160,Bloomberg School of Public Health,105.1982908,297
01-09-2023,2023,9,FY23-24,165,School of Nursing (SON),9.781196464,66
01-09-2023,2023,9,FY23-24,170,School of Medicine (SOM),284.9955125,902
01-09-2023,2023,9,FY23-24,175,JOHNS HOPKINS AT ALL CHILDRENS,13.23774741,55
01-09-2023,2023,9,FY23-24,210,BIOETHICS INSTITUTE,0.040332023,1
01-09-2023,2023,9,FY23-24,211,HUMAN LANGUAGE TECHNOLOGY COE,0.191512058,2
01-09-2023,2023,9,FY23-24,212,CGEPI,6.204309587,52
01-09-2023,2023,9,FY23-24,235,JHPEIGO,144.8043658,265
01-09-2023,2023,9,FY23-24,255,JHU PRESS MUSE,1.992349234,8
01-09-2023,2023,9,FY23-24,400,JH Bayview Medical Center,0.894590291,3
01-09-2023,2023,9,FY23-24,430,JHBMC GRANT COMPANY,0.74080819,6
01-09-2023,2023,9,FY23-24,440,JH Community Physicians,0.712445671,6
01-09-2023,2023,9,FY23-24,450,JH HEALTH SYSTEM CORPORATION,21.92893598,100
01-09-2023,2023,9,FY23-24,480,Johns Hopkins Hospital,10.69204515,70
01-09-2023,2023,9,FY23-24,520,Johns Hopkins International,19.68567717,39
01-09-2023,2023,9,FY23-24,550,Johns Hopkins HealthCare,2.899085374,31
01-09-2023,2023,9,FY23-24,587,EMRS PROJECT,1.656587965,22
01-09-2023,2023,9,FY23-24,600,Suburban Hospital,0.32642918,2
01-09-2023,2023,9,FY23-24,630,Sibley Memorial Hospital,1.094949373,5
01-09-2023,2023,9,FY23-24,640,Howard County General Hospital,0.183055343,1
01-09-2023,2023,9,FY23-24,650,All Children’s Hospital,6.727146274,80
01-09-2023,2023,9,FY23-24,655,ACH RESEARCH INSTITUTE,0.828221002,2
01-09-2023,2023,9,FY23-24,658,PEDIATRIC PHYSICIANS SERVICES,2.941203569,21
01-10-2023,2023,10,FY23-24,100,INSTITUTION WIDE FUNDS,0.648304744,7
01-10-2023,2023,10,FY23-24,101,University Administration,43.48775382,262
01-10-2023,2023,10,FY23-24,110,Homewood Student Affairs,32.41233203,180
01-10-2023,2023,10,FY23-24,112,U-WIDE STUDENT AFFAIRS,4.255021275,24
01-10-2023,2023,10,FY23-24,115,Krieger School of Arts and Sciences,69.80178123,337
01-10-2023,2023,10,FY23-24,120,Whiting School of Engineering,107.5920005,466
01-10-2023,2023,10,FY23-24,125,School of Education,31.74697644,134
01-10-2023,2023,10,FY23-24,126,Carey Business School,31.52348164,139
01-10-2023,2023,10,FY23-24,130,Sheridan Libraries,0.71478753,10
01-10-2023,2023,10,FY23-24,135,PEABODY INSTITUTE,3.134308062,38
01-10-2023,2023,10,FY23-24,140,NITZE SCH ADV INT STUDIES-SAIS,31.11508313,73
01-10-2023,2023,10,FY23-24,141,BOLOGNA CENTER,4.331882911,17
01-10-2023,2023,10,FY23-24,142,NANJING CENTER,3.251766236,15
01-10-2023,2023,10,FY23-24,160,Bloomberg School of Public Health,80.35251715,376
01-10-2023,2023,10,FY23-24,165,School of Nursing (SON),12.87505604,86
01-10-2023,2023,10,FY23-24,170,School of Medicine (SOM),411.763168,1646
01-10-2023,2023,10,FY23-24,175,JOHNS HOPKINS AT ALL CHILDRENS,10.280807,46
01-10-2023,2023,10,FY23-24,190,JH TECHNOLOGY VENTURES,2.068512367,19
01-10-2023,2023,10,FY23-24,210,BIOETHICS INSTITUTE,8.47941076,32
01-10-2023,2023,10,FY23-24,211,HUMAN LANGUAGE TECHNOLOGY COE,1.570804687,4
01-10-2023,2023,10,FY23-24,212,CGEPI,4.119070189,30
01-10-2023,2023,10,FY23-24,225,HOMEWOOD HOUSE,0.562046256,8
01-10-2023,2023,10,FY23-24,235,JHPEIGO,128.2723525,250
01-10-2023,2023,10,FY23-24,250,JHU Press,1.529642806,6
01-10-2023,2023,10,FY23-24,251,JHU PRESS BOOK DIVISION,0.390830313,4
01-10-2023,2023,10,FY23-24,252,JHU PRESS JOURNALS DIVISION,0.288280146,6
01-10-2023,2023,10,FY23-24,255,JHU PRESS MUSE,2.964716042,12
01-10-2023,2023,10,FY23-24,400,JH Bayview Medical Center,1.526632122,8
01-10-2023,2023,10,FY23-24,440,JH Community Physicians,2.742515463,16
01-10-2023,2023,10,FY23-24,450,JH HEALTH SYSTEM CORPORATION,35.89116903,198
01-10-2023,2023,10,FY23-24,480,Johns Hopkins Hospital,20.0235917,162
01-10-2023,2023,10,FY23-24,520,Johns Hopkins International,21.82337608,43
01-10-2023,2023,10,FY23-24,530,JHHCG CORP (GROUP),0.48294345,4
01-10-2023,2023,10,FY23-24,545,JHHCG HOME HEALTH SERVICES,0.243293171,2
01-10-2023,2023,10,FY23-24,550,Johns Hopkins HealthCare,2.936395085,34
01-10-2023,2023,10,FY23-24,587,EMRS PROJECT,1.797212278,26
01-10-2023,2023,10,FY23-24,600,Suburban Hospital,0.316931639,2
01-10-2023,2023,10,FY23-24,630,Sibley Memorial Hospital,0.886523886,5
01-10-2023,2023,10,FY23-24,640,Howard County General Hospital,1.515183032,15
01-10-2023,2023,10,FY23-24,650,All Children’s Hospital,5.263074263,45
01-10-2023,2023,10,FY23-24,653,ALL CHILDRENS HEALTH SYSTEM,0.109807185,1
01-10-2023,2023,10,FY23-24,654,ACH FOUNDATION,0.212328586,2
01-10-2023,2023,10,FY23-24,655,ACH RESEARCH INSTITUTE,0.240951312,2
01-10-2023,2023,10,FY23-24,658,PEDIATRIC PHYSICIANS SERVICES,3.076032322,24
01-10-2023,2023,10,FY23-24,659,WEST COAST NEONATOLOGY,0.529520431,10
01-11-2023,2023,11,FY23-24,101,University Administration,39.87686893,194
01-11-2023,2023,11,FY23-24,110,Homewood Student Affairs,7.351998756,61
01-11-2023,2023,11,FY23-24,112,U-WIDE STUDENT AFFAIRS,1.28997422,15
01-11-2023,2023,11,FY23-24,115,Krieger School of Arts and Sciences,57.58534098,298
01-11-2023,2023,11,FY23-24,120,Whiting School of Engineering,51.92973937,247
01-11-2023,2023,11,FY23-24,125,School of Education,7.700035548,81
01-11-2023,2023,11,FY23-24,126,Carey Business School,14.05373152,74
01-11-2023,2023,11,FY23-24,130,Sheridan Libraries,0.301319243,4
01-11-2023,2023,11,FY23-24,135,PEABODY INSTITUTE,3.588425354,15
01-11-2023,2023,11,FY23-24,140,NITZE SCH ADV INT STUDIES-SAIS,6.222255111,38
