fiscalyear,school,from_full,to_full,total_trips,total_emissions
FY22-23,110.0,"Atlanta, GEORGIA, US","Philadelphia, PENNSYLVANIA, US",1,129.70474495
FY22-23,110.0,"Atlanta, GEORGIA, US","Richmond, VIRGINIA, US",2,187.24294008
FY22-23,110.0,"Atlanta, GEORGIA, US","San Jose, CALIFORNIA, US",2,746.16855934
FY22-23,110.0,"Atlanta, GEORGIA, US","Sao Paulo, BR",1,824.88951925
FY22-23,110.0,"Atlanta, GEORGIA, US","Washington, DISTRICT OF COLUMBIA, US",1,103.95884069
FY22-23,110.0,"Austin, TEXAS, US","Atlanta, GEORGIA, US",3,473.95869207000004
FY22-23,110.0,"Austin, TEXAS, US","Baltimore, MARYLAND, US",13,3079.3162903099997
FY22-23,110.0,"Austin, TEXAS, US","Houston, TEXAS, US",1,35.57978735
FY22-23,110.0,"Austin, TEXAS, US","Los Angeles, CALIFORNIA, US",1,219.00347948
FY22-23,110.0,"Austin, TEXAS, US","New Orleans, LOUISIANA, US",1,86.20977033
FY22-23,110.0,"Austin, TEXAS, US","San Jose, CALIFORNIA, US",2,520.79664264
FY22-23,110.0,"Austin, TEXAS, US","Washington, DISTRICT OF COLUMBIA, US",1,228.90993736
FY22-23,110.0,"Baltimore, MARYLAND, US","Albany, NEW YORK, US",4,276.94537184
FY22-23,110.0,"Baltimore, MARYLAND, US","Atlanta, GEORGIA, US",52,5831.8374046399995
FY22-23,110.0,"Baltimore, MARYLAND, US","Austin, TEXAS, US",15,3553.0572580499997
FY22-23,110.0,"Baltimore, MARYLAND, US","Birmingham, ALABAMA, US",2,265.26083178
FY22-23,110.0,"Baltimore, MARYLAND, US","Boston, MASSACHUSETTS, US",42,3014.61133512
FY22-23,110.0,"Baltimore, MARYLAND, US","Buffalo, NEW YORK, US",1,67.55351518
FY22-23,110.0,"Baltimore, MARYLAND, US","Charlotte, NORTH CAROLINA, US",16,1123.45764048
FY22-23,110.0,"Baltimore, MARYLAND, US","Chicago, ILLINOIS, US",39,4674.24693667
FY22-23,110.0,"Baltimore, MARYLAND, US","Cincinnati, OHIO, US",2,166.95828824
FY22-23,110.0,"Baltimore, MARYLAND, US","Cleveland, OHIO, US",2,122.09800052
FY22-23,110.0,"Baltimore, MARYLAND, US","Columbus, OHIO, US",2,130.6799686
FY22-23,110.0,"Baltimore, MARYLAND, US","Dallas, TEXAS, US",23,4909.88818509
FY22-23,110.0,"Baltimore, MARYLAND, US","Denver, COLORADO, US",28,7360.498202119999
FY22-23,110.0,"Baltimore, MARYLAND, US","Detroit, MICHIGAN, US",13,1031.98166253
FY22-23,110.0,"Baltimore, MARYLAND, US","Fort Lauderdale, FLORIDA, US",5,903.0570964499999
FY22-23,110.0,"Baltimore, MARYLAND, US","Fort Myers, FLORIDA, US",2,358.88230182
FY22-23,110.0,"Baltimore, MARYLAND, US","Grand Rapids, MICHIGAN, US",1,102.78857232
FY22-23,110.0,"Baltimore, MARYLAND, US","Hartford, CONNECTICUT, US",7,474.55743405
FY22-23,110.0,"Baltimore, MARYLAND, US","Houston, TEXAS, US",22,4825.15258999
FY22-23,110.0,"Baltimore, MARYLAND, US","Indianapolis, INDIANA, US",2,200.50598168
FY22-23,110.0,"Baltimore, MARYLAND, US","Islip, NEW YORK, US",7,368.53928391
FY22-23,110.0,"Baltimore, MARYLAND, US","Jacksonville, FLORIDA, US",5,646.57327745
FY22-23,110.0,"Baltimore, MARYLAND, US","Kansas City, MISSOURI, US",3,563.48422281
FY22-23,110.0,"Baltimore, MARYLAND, US","Las Vegas, NEVADA, US",9,3341.8374239699997
FY22-23,110.0,"Baltimore, MARYLAND, US","London, GB",1,640.73554337
FY22-23,110.0,"Baltimore, MARYLAND, US","Los Angeles, CALIFORNIA, US",12,4929.1703977199995
FY22-23,110.0,"Baltimore, MARYLAND, US","Louisville, KENTUCKY, US",1,96.15705152
FY22-23,110.0,"Baltimore, MARYLAND, US","Manchester, NEW HAMPSHIRE, US",2,146.6736364
FY22-23,110.0,"Baltimore, MARYLAND, US","Miami, FLORIDA, US",3,554.1220758
FY22-23,110.0,"Baltimore, MARYLAND, US","Minneapolis/St Paul, MINNESOTA, US",9,1637.79059151
FY22-23,110.0,"Baltimore, MARYLAND, US","Nashville, TENNESSEE, US",11,1255.11283271
FY22-23,110.0,"Baltimore, MARYLAND, US","New Orleans, LOUISIANA, US",13,2292.8142953300003
FY22-23,110.0,"Baltimore, MARYLAND, US","Orlando, FLORIDA, US",28,4298.005653759999
FY22-23,110.0,"Baltimore, MARYLAND, US","Phoenix, ARIZONA, US",13,4583.32887714
FY22-23,110.0,"Baltimore, MARYLAND, US","Pittsburgh, PENNSYLVANIA, US",2,100.48885888
FY22-23,110.0,"Baltimore, MARYLAND, US","Providence, RHODE ISLAND, US",2,127.16916348
FY22-23,110.0,"Baltimore, MARYLAND, US","Raleigh/Durham, NORTH CAROLINA, US",2,122.606024
FY22-23,110.0,"Baltimore, MARYLAND, US","Rochester, NEW YORK, US",4,266.36759724
FY22-23,110.0,"Baltimore, MARYLAND, US","Salt Lake City, UTAH, US",2,657.36424052
FY22-23,110.0,"Baltimore, MARYLAND, US","San Antonio, TEXAS, US",1,248.36905105
FY22-23,110.0,"Baltimore, MARYLAND, US","San Diego, CALIFORNIA, US",8,3237.99651736
FY22-23,110.0,"Baltimore, MARYLAND, US","San Francisco, CALIFORNIA, US",6,2600.44519254
FY22-23,110.0,"Baltimore, MARYLAND, US","Sarasota/Bradenton, FLORIDA, US",4,686.55744696
FY22-23,110.0,"Baltimore, MARYLAND, US","Savannah, GEORGIA, US",1,106.88451163
FY22-23,110.0,"Baltimore, MARYLAND, US","Seattle, WASHINGTON, US",4,1646.59481988
FY22-23,110.0,"Baltimore, MARYLAND, US","St Louis, MISSOURI, US",5,716.78938
FY22-23,110.0,"Baltimore, MARYLAND, US","Syracuse, NEW YORK, US",2,131.26056686
FY22-23,110.0,"Baltimore, MARYLAND, US","Tampa, FLORIDA, US",2,328.84541352
FY22-23,110.0,"Baltimore, MARYLAND, US","Toronto, CA",1,67.48547632
FY22-23,110.0,"Baltimore, MARYLAND, US","West Palm Beach, FLORIDA, US",1,172.41954066
FY22-23,110.0,"Baton Rouge, LOUISIANA, US","Atlanta, GEORGIA, US",1,87.18499398
FY22-23,110.0,"Bengaluru, IN","Mumbai, IN",3,302.51437506
FY22-23,110.0,"Birmingham, ALABAMA, US","Atlanta, GEORGIA, US",1,31.97372783
FY22-23,110.0,"Birmingham, ALABAMA, US","Baltimore, MARYLAND, US",3,397.89124767
FY22-23,110.0,"Birmingham, ALABAMA, US","Charlotte, NORTH CAROLINA, US",1,68.26565524
FY22-23,110.0,"Birmingham, ALABAMA, US","Chicago, ILLINOIS, US",1,111.17549567
FY22-23,110.0,"Bogota, CO","Panama City, PA",1,91.28093329
FY22-23,110.0,"Bologna, IT","London, GB",1,141.01733925
FY22-23,110.0,"Bologna, IT","Munich, DE",1,63.46664771
FY22-23,110.0,"Boston, MASSACHUSETTS, US","Baltimore, MARYLAND, US",43,3086.38779548
FY22-23,110.0,"Boston, MASSACHUSETTS, US","Charlotte, NORTH CAROLINA, US",2,283.20494688
FY22-23,110.0,"Boston, MASSACHUSETTS, US","Montreal, CA",1,60.82220406
FY22-23,110.0,"Boston, MASSACHUSETTS, US","Newark, NEW JERSEY, US",1,48.08079372
FY22-23,110.0,"Boston, MASSACHUSETTS, US","Rome, IT",2,1442.8048293
FY22-23,110.0,"Boston, MASSACHUSETTS, US","Seoul, KR",4,4816.66134036
FY22-23,110.0,"Brownsville, TEXAS, US","Houston, TEXAS, US",2,148.08884466
FY22-23,110.0,"Brussels, BE","Bologna, IT",1,105.51919853
FY22-23,110.0,"Buffalo, NEW YORK, US","Baltimore, MARYLAND, US",1,67.55351518
FY22-23,110.0,"Calgary, CA","Victoria, CA",1,87.96517289
FY22-23,110.0,"Cape Town, ZA","Johannesburg, ZA",1,153.89029138
FY22-23,110.0,"Casablanca, MA","Washington, DISTRICT OF COLUMBIA, US",14,9455.714043020002
FY22-23,110.0,"Cedar Rapids, IOWA, US","Atlanta, GEORGIA, US",1,135.16599737
FY22-23,110.0,"Cedar Rapids, IOWA, US","Chicago, ILLINOIS, US",6,281.27264328
FY22-23,110.0,"Charlotte, NORTH CAROLINA, US","Asheville/Hendersonville, NORTH CAROLINA, US",2,43.75352228
FY22-23,110.0,"Charlotte, NORTH CAROLINA, US","Baltimore, MARYLAND, US",19,1334.10594807
FY22-23,110.0,"Charlotte, NORTH CAROLINA, US","Birmingham, ALABAMA, US",1,68.26565524
FY22-23,110.0,"Charlotte, NORTH CAROLINA, US","Chicago, ILLINOIS, US",1,116.63674809
FY22-23,110.0,"Charlotte, NORTH CAROLINA, US","Cleveland, OHIO, US",1,83.86923358
FY22-23,110.0,"Charlotte, NORTH CAROLINA, US","Fort Myers, FLORIDA, US",1,117.22188228
FY22-23,110.0,"Charlotte, NORTH CAROLINA, US","Knoxville, TENNESSEE, US",2,84.62219696
FY22-23,110.0,"Charlotte, NORTH CAROLINA, US","Orlando, FLORIDA, US",2,182.56186658
FY22-23,110.0,"Charlotte, NORTH CAROLINA, US","Philadelphia, PENNSYLVANIA, US",1,87.18499398
FY22-23,110.0,"Charlotte, NORTH CAROLINA, US","Richmond, VIRGINIA, US",2,123.08683194
FY22-23,110.0,"Charlotte, NORTH CAROLINA, US","Roanoke, VIRGINIA, US",2,74.52523028
FY22-23,110.0,"Charlotte, NORTH CAROLINA, US","St Louis, MISSOURI, US",1,111.76062986
FY22-23,110.0,"Charlotte, NORTH CAROLINA, US","Washington, DISTRICT OF COLUMBIA, US",1,62.60935809
FY22-23,110.0,"Chicago, ILLINOIS, US","Albuquerque, NEW MEXICO, US",1,197.77535546
FY22-23,110.0,"Chicago, ILLINOIS, US","Baltimore, MARYLAND, US",36,4314.19436646
FY22-23,110.0,"Chicago, ILLINOIS, US","Birmingham, ALABAMA, US",1,111.17549567
FY22-23,110.0,"Chicago, ILLINOIS, US","Cedar Rapids, IOWA, US",3,140.63632164
FY22-23,110.0,"Chicago, ILLINOIS, US","Doha, QA",1,1258.47395238
FY22-23,110.0,"Chicago, ILLINOIS, US","Los Angeles, CALIFORNIA, US",7,2153.41628089
FY22-23,110.0,"Chicago, ILLINOIS, US","Nashville, TENNESSEE, US",2,154.0853361
FY22-23,110.0,"Chicago, ILLINOIS, US","Orlando, FLORIDA, US",2,355.57107736
FY22-23,110.0,"Chicago, ILLINOIS, US","Philadelphia, PENNSYLVANIA, US",1,131.65519225
FY22-23,110.0,"Chicago, ILLINOIS, US","Phoenix, ARIZONA, US",1,254.73748825
FY22-23,110.0,"Chicago, ILLINOIS, US","Portland, OREGON, US",2,617.38460694
FY22-23,110.0,"Chicago, ILLINOIS, US","San Francisco, CALIFORNIA, US",1,325.67480269
FY22-23,110.0,"Chicago, ILLINOIS, US","San Juan, PR",2,733.07788286
FY22-23,110.0,"Chicago, ILLINOIS, US","Seattle, WASHINGTON, US",1,303.20837143
FY22-23,110.0,"Chicago, ILLINOIS, US","South Bend, INDIANA, US",2,40.38786672
FY22-23,110.0,"Chicago, ILLINOIS, US","St Louis, MISSOURI, US",1,61.78381993
FY22-23,110.0,"Cincinnati, OHIO, US","Baltimore, MARYLAND, US",2,166.95828824
FY22-23,110.0,"Cincinnati, OHIO, US","Chicago, ILLINOIS, US",3,190.39994313
FY22-23,110.0,"Cleveland, OHIO, US","Baltimore, MARYLAND, US",4,244.19600104
FY22-23,110.0,"Cleveland, OHIO, US","Chicago, ILLINOIS, US",1,61.24404499
FY22-23,110.0,"Columbus, OHIO, US","Austin, TEXAS, US",1,189.63790792
FY22-23,110.0,"Columbus, OHIO, US","Baltimore, MARYLAND, US",3,196.0199529
FY22-23,110.0,"Columbus, OHIO, US","Washington, DISTRICT OF COLUMBIA, US",1,71.64038265
FY22-23,110.0,"Copenhagen, DK","Washington, DISTRICT OF COLUMBIA, US",1,718.21819604
FY22-23,110.0,"Dallas, TEXAS, US","Albuquerque, NEW MEXICO, US",1,112.73585351
FY22-23,110.0,"Dallas, TEXAS, US","Baltimore, MARYLAND, US",20,4273.22136549
FY22-23,110.0,"Dallas, TEXAS, US","Charlotte, NORTH CAROLINA, US",1,181.97673239
FY22-23,110.0,"Dallas, TEXAS, US","Denver, COLORADO, US",1,126.77907401
FY22-23,110.0,"Dallas, TEXAS, US","Jacksonville, FLORIDA, US",1,176.32043524
FY22-23,110.0,"Dallas, TEXAS, US","Los Angeles, CALIFORNIA, US",1,211.57363608
FY22-23,110.0,"Dallas, TEXAS, US","McAllen/Mission, TEXAS, US",2,182.95195604
FY22-23,110.0,"Dallas, TEXAS, US","Minneapolis/St Paul, MINNESOTA, US",1,166.17810932
FY22-23,110.0,"Dallas, TEXAS, US","Portland, OREGON, US",2,570.32893202
FY22-23,110.0,"Dallas, TEXAS, US","San Diego, CALIFORNIA, US",1,206.4435061
FY22-23,110.0,"Dallas, TEXAS, US","West Palm Beach, FLORIDA, US",1,194.59113686
FY22-23,110.0,"Delhi, IN","Bengaluru, IN",3,563.07598965
FY22-23,110.0,"Denver, COLORADO, US","Albuquerque, NEW MEXICO, US",1,68.07061051
FY22-23,110.0,"Denver, COLORADO, US","Aspen, COLORADO, US",1,29.81009211
FY22-23,110.0,"Denver, COLORADO, US","Baltimore, MARYLAND, US",32,8411.99794528
FY22-23,110.0,"Denver, COLORADO, US","Fort Lauderdale, FLORIDA, US",1,300.73175696
FY22-23,110.0,"Denver, COLORADO, US","Grand Junction, COLORADO, US",1,50.72523738
FY22-23,110.0,"Denver, COLORADO, US","Los Angeles, CALIFORNIA, US",2,326.89496623
FY22-23,110.0,"Denver, COLORADO, US","New York, NEW YORK, US",1,285.51826808
FY22-23,110.0,"Denver, COLORADO, US","Portland, OREGON, US",1,192.7041925
FY22-23,110.0,"Denver, COLORADO, US","Salt Lake City, UTAH, US",1,75.87239968
FY22-23,110.0,"Denver, COLORADO, US","Santa Ana, CALIFORNIA, US",2,329.23550298
FY22-23,110.0,"Denver, COLORADO, US","Tucson, ARIZONA, US",1,124.43853726
FY22-23,110.0,"Denver, COLORADO, US","Washington, DISTRICT OF COLUMBIA, US",2,516.1972157800001
FY22-23,110.0,"Detroit, MICHIGAN, US","Baltimore, MARYLAND, US",11,873.2152529099999
FY22-23,110.0,"Detroit, MICHIGAN, US","Burlington, VERMONT, US",2,208.30777084
FY22-23,110.0,"Detroit, MICHIGAN, US","Las Vegas, NEVADA, US",2,616.6770028
FY22-23,110.0,"Detroit, MICHIGAN, US","Los Angeles, CALIFORNIA, US",1,349.02573911
FY22-23,110.0,"Detroit, MICHIGAN, US","Seattle, WASHINGTON, US",2,679.29996868
FY22-23,110.0,"Doha, QA","Istanbul, TR",1,295.77852803
FY22-23,110.0,"Doha, QA","Singapore, SG",1,681.59968211
FY22-23,110.0,"Dubai, AE","Cape Town, ZA",1,839.57230503
FY22-23,110.0,"Dubai, AE","Delhi, IN",3,719.1027012
FY22-23,110.0,"Dubai, AE","Istanbul, TR",1,332.57394299
FY22-23,110.0,"Dubai, AE","Nairobi, KE",1,390.95128405
FY22-23,110.0,"Dubai, AE","Washington, DISTRICT OF COLUMBIA, US",3,3741.4568586900004
FY22-23,110.0,"Dublin, IE","Edinburgh, GB",1,50.24442944
FY22-23,110.0,"Dublin, IE","Washington, DISTRICT OF COLUMBIA, US",1,600.04830566
FY22-23,110.0,"Edinburgh, GB","Dublin, IE",1,50.24442944
FY22-23,110.0,"Fargo, NORTH DAKOTA, US","Denver, COLORADO, US",1,122.09800051
FY22-23,110.0,"Fort Lauderdale, FLORIDA, US","Atlanta, GEORGIA, US",1,113.3209877
FY22-23,110.0,"Fort Lauderdale, FLORIDA, US","Baltimore, MARYLAND, US",5,903.0570964499999
FY22-23,110.0,"Fort Lauderdale, FLORIDA, US","Denver, COLORADO, US",1,300.73175696
FY22-23,110.0,"Fort Lauderdale, FLORIDA, US","San Juan, PR",1,184.86158002
FY22-23,110.0,"Fort Myers, FLORIDA, US","Baltimore, MARYLAND, US",3,538.32345273
FY22-23,110.0,"Frankfurt, DE","Chicago, ILLINOIS, US",1,765.62767302
FY22-23,110.0,"Grand Junction, COLORADO, US","Denver, COLORADO, US",1,50.72523738
FY22-23,110.0,"Grand Rapids, MICHIGAN, US","Chicago, ILLINOIS, US",1,32.69493973
FY22-23,110.0,"Guatemala City, GT","Mexico City, MX",1,127.75429766
FY22-23,110.0,"Hartford, CONNECTICUT, US","Baltimore, MARYLAND, US",5,338.96959574999994
FY22-23,110.0,"Hong Kong, HK","Toronto, CA",2,2756.47190412
FY22-23,110.0,"Houston, TEXAS, US","Baltimore, MARYLAND, US",21,4601.72658468
FY22-23,110.0,"Houston, TEXAS, US","Brownsville, TEXAS, US",2,148.08884466
FY22-23,110.0,"Houston, TEXAS, US","Calgary, CA",1,308.8692045
FY22-23,110.0,"Houston, TEXAS, US","Dallas, TEXAS, US",1,57.4565485
FY22-23,110.0,"Houston, TEXAS, US","Los Angeles, CALIFORNIA, US",1,243.23892107
FY22-23,110.0,"Houston, TEXAS, US","Miami, FLORIDA, US",1,187.63302954
FY22-23,110.0,"Houston, TEXAS, US","Philadelphia, PENNSYLVANIA, US",1,233.8631663
FY22-23,110.0,"Houston, TEXAS, US","Phoenix, ARIZONA, US",1,177.96243971
FY22-23,110.0,"Houston, TEXAS, US","Salt Lake City, UTAH, US",1,211.04293297
FY22-23,110.0,"Houston, TEXAS, US","San Francisco, CALIFORNIA, US",1,288.70248668
FY22-23,110.0,"Indianapolis, INDIANA, US","Atlanta, GEORGIA, US",3,252.77796912
FY22-23,110.0,"Indianapolis, INDIANA, US","Baltimore, MARYLAND, US",2,200.50598168
FY22-23,110.0,"Islip, NEW YORK, US","Baltimore, MARYLAND, US",6,315.89081478
FY22-23,110.0,"Istanbul, TR","Abu Dhabi, AE",1,333.6353492
FY22-23,110.0,"Istanbul, TR","Washington, DISTRICT OF COLUMBIA, US",1,921.30058251
FY22-23,110.0,"Jacksonville, FLORIDA, US","Baltimore, MARYLAND, US",5,646.57327745
FY22-23,110.0,"Johannesburg, ZA","Nairobi, KE",1,319.83706858
FY22-23,110.0,"Kansas City, MISSOURI, US","Baltimore, MARYLAND, US",5,939.14037135
FY22-23,110.0,"Kansas City, MISSOURI, US","Newark, NEW JERSEY, US",1,192.46832446
FY22-23,110.0,"Kansas City, MISSOURI, US","St Louis, MISSOURI, US",1,56.73533659
FY22-23,110.0,"Knoxville, TENNESSEE, US","Atlanta, GEORGIA, US",1,36.54140323
FY22-23,110.0,"Knoxville, TENNESSEE, US","Charlotte, NORTH CAROLINA, US",2,84.62219696
FY22-23,110.0,"Kona, HAWAII, US","Los Angeles, CALIFORNIA, US",1,442.07568274
FY22-23,110.0,"Las Vegas, NEVADA, US","Baltimore, MARYLAND, US",7,2599.20688531
FY22-23,110.0,"Las Vegas, NEVADA, US","Detroit, MICHIGAN, US",2,616.6770028
FY22-23,110.0,"Las Vegas, NEVADA, US","Houston, TEXAS, US",1,215.46545881
FY22-23,110.0,"Las Vegas, NEVADA, US","Oakland, CALIFORNIA, US",1,79.18816008
FY22-23,110.0,"Las Vegas, NEVADA, US","Palm Springs, CALIFORNIA, US",1,41.58988657
FY22-23,110.0,"Las Vegas, NEVADA, US","Salt Lake City, UTAH, US",2,143.16283128
FY22-23,110.0,"Las Vegas, NEVADA, US","San Diego, CALIFORNIA, US",1,62.0242239
FY22-23,110.0,"Las Vegas, NEVADA, US","San Jose, CALIFORNIA, US",3,225.27666228
FY22-23,110.0,"Lisbon, PT","London, GB",1,189.3884321
FY22-23,110.0,"Lome, TG","Monrovia, LR",14,2176.30908894
FY22-23,110.0,"London, GB","Bologna, IT",1,141.01733925
FY22-23,110.0,"London, GB","Munich, DE",2,227.81224376
FY22-23,110.0,"London, GB","Philadelphia, PENNSYLVANIA, US",1,624.81445035
FY22-23,110.0,"London, GB","San Francisco, CALIFORNIA, US",1,946.42052927
FY22-23,110.0,"Los Angeles, CALIFORNIA, US","Atlanta, GEORGIA, US",4,1340.20222984
FY22-23,110.0,"Los Angeles, CALIFORNIA, US","Baltimore, MARYLAND, US",16,6572.22719696
FY22-23,110.0,"Los Angeles, CALIFORNIA, US","Boston, MASSACHUSETTS, US",4,1841.89356088
FY22-23,110.0,"Los Angeles, CALIFORNIA, US","Dallas, TEXAS, US",3,636.66681959
FY22-23,110.0,"Los Angeles, CALIFORNIA, US","Denver, COLORADO, US",3,503.21540147999997
FY22-23,110.0,"Los Angeles, CALIFORNIA, US","Kansas City, MISSOURI, US",2,480.81700908
FY22-23,110.0,"Los Angeles, CALIFORNIA, US","Phoenix, ARIZONA, US",1,71.97150509
FY22-23,110.0,"Los Angeles, CALIFORNIA, US","Portland, OREGON, US",1,162.47225947
FY22-23,110.0,"Los Angeles, CALIFORNIA, US","San Francisco, CALIFORNIA, US",1,65.73007376
FY22-23,110.0,"Los Angeles, CALIFORNIA, US","Singapore, SG",1,1548.76854836
FY22-23,110.0,"Los Angeles, CALIFORNIA, US","Washington, DISTRICT OF COLUMBIA, US",2,807.02251486
FY22-23,110.0,"Louisville, KENTUCKY, US","Baltimore, MARYLAND, US",2,192.31410304
FY22-23,110.0,"Louisville, KENTUCKY, US","Chicago, ILLINOIS, US",2,137.51107004
FY22-23,110.0,"Louisville, KENTUCKY, US","Detroit, MICHIGAN, US",1,73.32321043
FY22-23,110.0,"Manchester, NEW HAMPSHIRE, US","Baltimore, MARYLAND, US",1,73.3368182
FY22-23,110.0,"Manchester, NEW HAMPSHIRE, US","Newark, NEW JERSEY, US",1,50.24442944
FY22-23,110.0,"McAllen/Mission, TEXAS, US","Houston, TEXAS, US",2,123.26826888
FY22-23,110.0,"Medford, OREGON, US","San Francisco, CALIFORNIA, US",1,64.16971592
FY22-23,110.0,"Mexico City, MX","Washington, DISTRICT OF COLUMBIA, US",1,329.74352646
FY22-23,110.0,"Miami, FLORIDA, US","Baltimore, MARYLAND, US",1,184.7073586
FY22-23,110.0,"Milwaukee, WISCONSIN, US","Chicago, ILLINOIS, US",1,15.86666193
FY22-23,110.0,"Milwaukee, WISCONSIN, US","Detroit, MICHIGAN, US",1,56.73533659
FY22-23,110.0,"Minneapolis/St Paul, MINNESOTA, US","Baltimore, MARYLAND, US",8,1455.81385912
FY22-23,110.0,"Minneapolis/St Paul, MINNESOTA, US","Cedar Rapids, IOWA, US",1,52.88887309
FY22-23,110.0,"Minneapolis/St Paul, MINNESOTA, US","Seattle, WASHINGTON, US",1,246.42313968
FY22-23,110.0,"Monrovia, LR","Casablanca, MA",14,4658.51181642
FY22-23,110.0,"Montreal, CA","New York, NEW YORK, US",1,64.94989484
FY22-23,110.0,"Mumbai, IN","Dubai, AE",3,634.72090824
FY22-23,110.0,"Munich, DE","Washington, DISTRICT OF COLUMBIA, US",2,1503.30498276
FY22-23,110.0,"Nairobi, KE","Accra, GH",1,460.29648919
FY22-23,110.0,"Nairobi, KE","Addis Ababa, ET",1,140.82229452
FY22-23,110.0,"Nashville, TENNESSEE, US","Baltimore, MARYLAND, US",10,1141.0116661000002
FY22-23,110.0,"Nashville, TENNESSEE, US","Charlotte, NORTH CAROLINA, US",2,127.55925294
FY22-23,110.0,"Nashville, TENNESSEE, US","Cleveland, OHIO, US",1,87.18499398
FY22-23,110.0,"Nashville, TENNESSEE, US","New Orleans, LOUISIANA, US",2,183.73213496
FY22-23,110.0,"Nashville, TENNESSEE, US","Philadelphia, PENNSYLVANIA, US",1,131.26510279
FY22-23,110.0,"Nashville, TENNESSEE, US","Washington, DISTRICT OF COLUMBIA, US",1,105.3241538
FY22-23,110.0,"New Orleans, LOUISIANA, US","Atlanta, GEORGIA, US",3,248.0968956
FY22-23,110.0,"New Orleans, LOUISIANA, US","Baltimore, MARYLAND, US",13,2292.8142953300003
FY22-23,110.0,"New Orleans, LOUISIANA, US","Dallas, TEXAS, US",1,84.84445722
FY22-23,110.0,"New Orleans, LOUISIANA, US","Washington, DISTRICT OF COLUMBIA, US",1,188.80329792
FY22-23,110.0,"New York, NEW YORK, US","Cleveland, OHIO, US",1,81.3336521
FY22-23,110.0,"New York, NEW YORK, US","Dubai, AE",1,1208.41095989
FY22-23,110.0,"New York, NEW YORK, US","Paris, FR",1,640.73554337
FY22-23,110.0,"New York, NEW YORK, US","Phoenix, ARIZONA, US",1,379.80651894
FY22-23,110.0,"New York, NEW YORK, US","Santiago, CL",1,904.84878639
FY22-23,110.0,"Newark, NEW JERSEY, US","Madrid, ES",1,635.78231443
FY22-23,110.0,"Newark, NEW JERSEY, US","Manchester, NEW HAMPSHIRE, US",1,50.24442944
FY22-23,110.0,"Newark, NEW JERSEY, US","Washington, DISTRICT OF COLUMBIA, US",1,50.96564135
FY22-23,110.0,"Newark, NEW JERSEY, US","West Palm Beach, FLORIDA, US",1,181.14665831
FY22-23,110.0,"Oakland, CALIFORNIA, US","Denver, COLORADO, US",1,186.07267171
FY22-23,110.0,"Oakland, CALIFORNIA, US","Las Vegas, NEVADA, US",1,79.18816008
FY22-23,110.0,"Oakland, CALIFORNIA, US","Seattle, WASHINGTON, US",2,261.75002666
FY22-23,110.0,"Oklahoma City, OKLAHOMA, US","Denver, COLORADO, US",1,96.35209625
FY22-23,110.0,"Oklahoma City, OKLAHOMA, US","Houston, TEXAS, US",1,81.72374156
FY22-23,110.0,"Orlando, FLORIDA, US","Atlanta, GEORGIA, US",2,157.59614124
FY22-23,110.0,"Orlando, FLORIDA, US","Baltimore, MARYLAND, US",29,4451.5058556799995
FY22-23,110.0,"Orlando, FLORIDA, US","Charlotte, NORTH CAROLINA, US",2,182.56186658
FY22-23,110.0,"Orlando, FLORIDA, US","Indianapolis, INDIANA, US",3,485.07624164999993
FY22-23,110.0,"Orlando, FLORIDA, US","Norfolk, VIRGINIA, US",1,127.75429766
FY22-23,110.0,"Orlando, FLORIDA, US","San Diego, CALIFORNIA, US",1,379.09891481
FY22-23,110.0,"Orlando, FLORIDA, US","Washington, DISTRICT OF COLUMBIA, US",1,147.84390477
FY22-23,110.0,"Palm Springs, CALIFORNIA, US","Phoenix, ARIZONA, US",1,62.26462787
FY22-23,110.0,"Panama City, PA","Guatemala City, GT",1,164.42270676
FY22-23,110.0,"Paris, FR","New York, NEW YORK, US",1,640.73554337
FY22-23,110.0,"Paris, FR","Philadelphia, PENNSYLVANIA, US",1,657.18733948
FY22-23,110.0,"Pensacola, FLORIDA, US","Atlanta, GEORGIA, US",1,65.14947549
FY22-23,110.0,"Philadelphia, PENNSYLVANIA, US","Atlanta, GEORGIA, US",1,129.70474495
FY22-23,110.0,"Philadelphia, PENNSYLVANIA, US","Charlotte, NORTH CAROLINA, US",1,87.18499398
FY22-23,110.0,"Philadelphia, PENNSYLVANIA, US","Houston, TEXAS, US",1,233.8631663
FY22-23,110.0,"Philadelphia, PENNSYLVANIA, US","Lisbon, PT",1,609.60096147
FY22-23,110.0,"Philadelphia, PENNSYLVANIA, US","London, GB",1,624.81445035
FY22-23,110.0,"Philadelphia, PENNSYLVANIA, US","Nashville, TENNESSEE, US",1,131.26510279
